time,collision-num,trajectory-num,success,q
6.39614,25,24,1,0.462963
6.72334,25,25,1,0.498575
6.93496,25,26,1,0.534188
7.15031,25,27,1,0.569801
7.26465,25,28,1,0.605413
7.47097,25,29,1,0.641026
3.71442,26,11,1,0.0
3.90312,26,12,1,0.037037
4.18437,26,13,1,0.074074
4.4081,26,14,1,0.111111
4.6305,26,15,1,0.148148
4.94406,26,16,1,0.185185
5.12109,26,17,1,0.222222
5.24443,26,18,1,0.259259
5.40397,26,19,1,0.296296
5.75517,26,20,1,0.333333
5.84922,26,21,1,0.37037
6.2006,26,22,1,0.407407
6.50718,26,23,1,0.444444
6.69757,26,24,1,0.481481
6.79489,26,25,1,0.518519
6.96728,26,26,1,0.555556
7.51148,26,27,1,0.592593
7.44492,26,28,1,0.62963
7.60067,26,29,1,0.666667
3.86404,27,11,1,0.0
4.07536,27,12,1,0.038462
4.4097,27,13,1,0.076923
4.56692,27,14,1,0.115385
4.78039,27,15,1,0.153846
5.06841,27,16,1,0.192308
5.26332,27,17,1,0.230769
5.48314,27,18,1,0.269231
5.68213,27,19,1,0.307692
5.83169,27,20,1,0.346154
6.01489,27,21,1,0.384615
6.27239,27,22,1,0.423077
6.55944,27,23,1,0.461538
6.84311,27,24,1,0.5
7.1038,27,25,1,0.538462
7.36403,27,26,1,0.576923
7.51503,27,27,1,0.615385
7.85657,27,28,1,0.653846
8.07113,27,29,1,0.692308
4.01346,28,11,1,0.0
4.27224,28,12,1,0.039886
4.50851,28,13,1,0.079772
4.8028,28,14,1,0.119658
5.02158,28,15,1,0.159544
5.21688,28,16,1,0.19943
5.39413,28,17,1,0.239316
5.63316,28,18,1,0.279202
5.82652,28,19,1,0.319088
6.07986,28,20,1,0.358974
6.23899,28,21,1,0.39886
6.51359,28,22,1,0.438746
6.76662,28,23,1,0.478632
7.01801,28,24,1,0.518519
7.28379,28,25,1,0.558405
7.63793,28,26,1,0.598291
7.70429,28,27,1,0.638177
8.00302,28,28,1,0.678063
8.17296,28,29,1,0.717949
4.00884,29,11,1,0.0
4.24511,29,12,1,0.041311
4.57264,29,13,1,0.082621
4.77191,29,14,1,0.123932
5.1071,29,15,1,0.165242
5.29624,29,16,1,0.206553
5.51478,29,17,1,0.247863
5.72385,29,18,1,0.289174
5.88847,29,19,1,0.330484
6.09599,29,20,1,0.371795
6.28603,29,21,1,0.413105
6.58273,29,22,1,0.454416
6.8066,29,23,1,0.495726
7.05621,29,24,1,0.537037
7.44513,29,25,1,0.578348
7.52634,29,26,1,0.619658
7.79734,29,27,1,0.660969
8.05776,29,28,1,0.702279
8.31239,29,29,1,0.74359
4.12516,30,11,1,0.0
4.34195,30,12,1,0.042735
4.65029,30,13,1,0.08547
4.83982,30,14,1,0.128205
5.15984,30,15,1,0.17094
5.42222,30,16,1,0.213675
5.64043,30,17,1,0.25641
5.99482,30,18,1,0.299145
6.01537,30,19,1,0.34188
6.35434,30,20,1,0.384615
6.60958,30,21,1,0.42735
6.75326,30,22,1,0.470085
7.07367,30,23,1,0.512821
7.41101,30,24,1,0.555556
7.78485,30,25,1,0.598291
8.08593,30,26,1,0.641026
8.34703,30,27,1,0.683761
8.67455,30,28,1,0.726496
8.84067,30,29,1,0.769231
4.21268,31,11,1,0.0
4.44784,31,12,1,0.04416
4.68817,31,13,1,0.088319
4.94325,31,14,1,0.132479
5.27118,31,15,1,0.176638
5.49742,31,16,1,0.220798
5.81072,31,17,1,0.264957
5.92875,31,18,1,0.309117
6.06027,31,19,1,0.353276
6.34793,31,20,1,0.397436
6.47898,31,21,1,0.441595
6.79119,31,22,1,0.485755
7.03017,31,23,1,0.529915
7.32758,31,24,1,0.574074
7.65123,31,25,1,0.618234
7.8012,31,26,1,0.662393
8.06856,31,27,1,0.706553
8.42721,31,28,1,0.750712
8.52916,31,29,1,0.794872
4.1998,32,11,1,0.0
4.42447,32,12,1,0.045584
4.75319,32,13,1,0.091168
4.94907,32,14,1,0.136752
5.33963,32,15,1,0.182336
5.52044,32,16,1,0.22792
5.74056,32,17,1,0.273504
5.94703,32,18,1,0.319088
6.14205,32,19,1,0.364672
6.41105,32,20,1,0.410256
6.55108,32,21,1,0.45584
6.83188,32,22,1,0.501425
7.13461,32,23,1,0.547009
7.43319,32,24,1,0.592593
7.64598,32,25,1,0.638177
7.84859,32,26,1,0.683761
8.15441,32,27,1,0.729345
8.42998,32,28,1,0.774929
8.59961,32,29,1,0.820513
4.2407,33,11,1,0.0
4.47578,33,12,1,0.047009
4.80162,33,13,1,0.094017
5.03678,33,14,1,0.141026
5.29861,33,15,1,0.188034
5.541,33,16,1,0.235043
5.76619,33,17,1,0.282051
5.9865,33,18,1,0.32906
6.20913,33,19,1,0.376068
6.43432,33,20,1,0.423077
6.57825,33,21,1,0.470085
6.85988,33,22,1,0.517094
7.12595,33,23,1,0.564103
7.53749,33,24,1,0.611111
7.6921,33,25,1,0.65812
7.93594,33,26,1,0.705128
8.303,33,27,1,0.752137
8.57492,33,28,1,0.799145
8.77392,33,29,1,0.846154
4.44206,34,11,1,0.0
4.58044,34,12,1,0.048433
5.04829,34,13,1,0.096866
5.25774,34,14,1,0.145299
5.46743,34,15,1,0.193732
5.71831,34,16,1,0.242165
5.96684,34,17,1,0.290598
6.24595,34,18,1,0.339031
6.47869,34,19,1,0.387464
6.54506,34,20,1,0.435897
6.72687,34,21,1,0.48433
7.20949,34,22,1,0.532764
7.42812,34,23,1,0.581197
7.58782,34,24,1,0.62963
8.12079,34,25,1,0.678063
8.15144,34,26,1,0.726496
8.5207,34,27,1,0.774929
8.7508,34,28,1,0.823362
8.94148,34,29,1,0.871795
4.6176,35,11,1,0.0
4.80822,35,12,1,0.049858
5.16401,35,13,1,0.099715
5.19455,35,14,1,0.149573
5.51552,35,15,1,0.19943
5.83265,35,16,1,0.249288
6.17466,35,17,1,0.299145
6.57674,35,18,1,0.349003
6.58823,35,19,1,0.39886
6.77372,35,20,1,0.448718
6.93412,35,21,1,0.498575
7.21873,35,22,1,0.548433
7.55937,35,23,1,0.598291
7.83082,35,24,1,0.648148
8.06846,35,25,1,0.698006
8.41739,35,26,1,0.747863
8.7311,35,27,1,0.797721
8.89903,35,28,1,0.847578
9.16898,35,29,1,0.897436
4.53311,36,11,1,0.0
4.7569,36,12,1,0.051282
5.08321,36,13,1,0.102564
5.23746,36,14,1,0.153846
5.5531,36,15,1,0.205128
5.97936,36,16,1,0.25641
6.20148,36,17,1,0.307692
6.28483,36,18,1,0.358974
6.49998,36,19,1,0.410256
6.7021,36,20,1,0.461538
6.993,36,21,1,0.512821
7.22344,36,22,1,0.564103
7.64752,36,23,1,0.615385
7.86852,36,24,1,0.666667
8.1386,36,25,1,0.717949
8.45845,36,26,1,0.769231
8.97897,36,27,1,0.820513
9.04086,36,28,1,0.871795
9.43526,36,29,1,0.923077
4.64683,37,11,1,0.0
4.84606,37,12,1,0.052707
5.22933,37,13,1,0.105413
5.54803,37,14,1,0.15812
5.75526,37,15,1,0.210826
5.97469,37,16,1,0.263533
6.37853,37,17,1,0.316239
6.51684,37,18,1,0.368946
6.79556,37,19,1,0.421652
7.00452,37,20,1,0.474359
7.19452,37,21,1,0.527066
7.62615,37,22,1,0.579772
7.74692,37,23,1,0.632479
8.16523,37,24,1,0.685185
8.46802,37,25,1,0.737892
8.7353,37,26,1,0.790598
9.18721,37,27,1,0.843305
9.39294,37,28,1,0.896011
9.55314,37,29,1,0.948718
4.84614,38,11,1,0.0
5.10689,38,12,1,0.054131
5.34762,38,13,1,0.108262
5.57777,38,14,1,0.162393
5.9836,38,15,1,0.216524
6.39122,38,16,1,0.270655
6.62936,38,17,1,0.324786
6.86485,38,18,1,0.378917
7.04034,38,19,1,0.433048
7.24845,38,20,1,0.487179
7.64733,38,21,1,0.541311
7.81326,38,22,1,0.595442
8.13793,38,23,1,0.649573
8.49962,38,24,1,0.703704
8.75439,38,25,1,0.757835
8.98735,38,26,1,0.811966
9.4841,38,27,1,0.866097
9.74048,38,28,1,0.920228
9.93754,38,29,1,0.974359
4.99946,39,11,1,0.0
5.28893,39,12,1,0.055556
5.57868,39,13,1,0.111111
5.88227,39,14,1,0.166667
6.10334,39,15,1,0.222222
6.56998,39,16,1,0.277778
6.91836,39,17,1,0.333333
7.16316,39,18,1,0.388889
7.19246,39,19,1,0.444444
7.43,39,20,1,0.5
7.72289,39,21,1,0.555556
8.09729,39,22,1,0.611111
8.34872,39,23,1,0.666667
8.67499,39,24,1,0.722222
9.0592,39,25,1,0.777778
9.42168,39,26,1,0.833333
9.63204,39,27,1,0.888889
9.99355,39,28,1,0.944444
10.2812,39,29,1,1.0
